"id","sex","y_cont_qtl_snp","y_cont_qtl_mh","tbv_qtl_snp","tbv_qtl_mh"
"IND001","F",0.412450564402385,-0.794654156865754,0.449964326189287,-1.4485724132595
"IND002","M",-1.7632606936694,-0.66440392049181,-0.89375907216923,-1.44241775202656
"IND003","M",0.57369468843936,-2.54338410993907,0.354559419230726,-1.45284168918548
"IND004","M",-0.314063998038832,-0.0777372003802496,-1.48435301726569,-0.703935448442606
"IND005","F",-1.25445090800109,-2.63696666063791,-0.350352835083045,-1.43814847610058
"IND006","M",0.877634320681841,-2.01935232542971,0.449964326189287,-1.4485724132595
"IND007","F",0.883586449038156,-0.532079184245434,0.49715203419956,-1.4485724132595
"IND008","M",1.68525694675018,-0.85683512548035,1.04055827128575,-1.45284168918548
"IND009","F",-0.779621672061698,-2.31647803061306,-0.0934419108968987,-0.71435938560153
"IND010","F",-1.55157736868518,-1.54956767386367,0.354559419230726,-0.71435938560153
"IND011","F",4.08532220057584,0.252572935521805,2.28156244672556,-0.109368046183956
"IND012","F",-2.00322456951946,-0.313863599245135,-1.03635168713806,0.00992184394578058
"IND013","M",0.00743124286745,-0.0153407376535317,-0.34455329193374,-0.0444344130779783
"IND014","M",1.91548832380093,-0.973935539196909,0.103448038193885,-1.02829248978262
"IND015","M",2.76578631832985,-0.457049095828613,1.49435914456268,-0.853827336064284
"IND016","M",2.8728595612594,1.11689689150204,0.103448038193885,0.22383849725947
"IND017","F",1.57272582995852,1.64330636117632,0.103448038193885,0.00394485764940606
"IND018","M",-2.13845552830541,-0.466850076823182,-1.19205816121634,0.173775752174966
"IND019","M",1.25498436874449,3.0125235426327,0.347245103270584,-0.77864744073595
"IND020","M",1.47848210273244,1.17427610473693,1.49435914456268,-0.7830943915985
"IND021","F",-1.19539391509634,2.12944127061663,-1.03635168713806,2.07356186742756
"IND022","M",3.02911524904748,2.18272300515099,1.58976405152124,1.00933655672901
"IND023","F",-0.00874381517034206,0.0315480995045561,0.354559419230726,0.960957286001623
"IND024","M",0.350455470255593,0.351431365908748,-0.34455329193374,0.249819070496981
"IND025","F",2.17255994204613,2.91566800912475,1.58976405152124,2.94973187826676
"IND026","F",-0.0944353916004659,-1.94362887879015,0.198852945152446,0.31457502866639
"IND027","M",0.35707822116934,-0.489392011277403,1.04635781443505,-0.724605647823886
"IND028","M",0.275467788312594,0.163490559885571,-0.34455329193374,-1.78349913742458
"IND029","F",-1.18104079737002,0.475422690499942,-0.492945450051878,-1.04019755423406
"IND030","M",-0.564364605320601,0.779633036747457,-0.492945450051878,-0.162692161768484
"IND031","F",0.85047331869904,0.355172633104063,-0.89375907216923,0.423727329335027
"IND032","F",2.18891217922754,3.14447947480155,1.73235666649007,1.49374460591616
"IND033","F",1.22779071617485,3.73132097987059,1.34596698644454,2.30536446673795
"IND034","M",2.03596137279809,-0.25119414244209,-0.34455329193374,0.423727329335027
"IND035","M",-0.798412371250558,2.38888652146078,-0.34455329193374,1.50416854307508
"IND036","F",1.44795026777993,1.82095651423322,1.48855960141337,1.14751641983408
"IND037","F",-0.252850772768749,1.34475903486141,-1.34176040229686,1.23534719015681
"IND038","F",2.41009894404039,1.33439007250644,0.897965656316912,1.22492325299789
"IND039","F",2.66523074176916,2.1172746129631,1.77954437450034,2.27633690430152
"IND040","M",0.913115967786856,1.76551054578522,-0.106555770006346,1.20631962772038
"IND041","M",2.62350038894558,0.675608633273687,0.0360368449624876,0.0915698198201524
"IND042","F",-0.378443601386823,-2.08995987495321,0.0360368449624876,-1.75088231092778
"IND043","M",0.518875341966934,0.938140635981509,0.727835240166812,0.305486473133842
"IND044","M",0.60362969447588,0.0218432974731461,-0.649962007092531,-1.71758547256537
"IND045","M",-1.60075044251023,1.33089799151984,-1.49746687637514,-1.90229688850606
"IND046","M",0.285578521329921,-0.717110057743395,-0.948261096139645,-0.928838512947068
"IND047","M",2.66854226335245,1.43987016770925,1.57534010944942,0.892765743483016
"IND048","F",1.59016066691915,-0.203776521972593,1.83356111659793,0.272011959834861
"IND049","F",-0.314505523749614,2.25017155369206,0.184429003080626,0.311463459430216
"IND050","F",-1.3208128093993,-1.92655943457958,-1.3548742614063,-0.963843061679873
"IND051","M",-0.0505716929582162,-2.85860494753579,-1.04946554624751,-0.983194769970827
"IND052","M",0.198797140201739,1.21560321353564,-0.906872931278677,0.16352948995261
"IND053","M",-0.132490267944517,-1.23150359585073,-0.663075866201979,0.240936323116425
"IND054","M",-0.505076828602021,-0.613167865681014,-1.45027916836486,0.0560472322391665
"IND055","F",-2.44753460523059,1.70647372411972,-1.20648210328816,0.16352948995261
"IND056","M",-2.18792111694934,0.839217686257777,-0.805668481170812,-1.06060160313464
"IND057","F",-2.10190568181826,-0.315951449051514,-1.5928717833337,-0.905787936807012
"IND058","F",-1.19327224440163,-3.41856448454071,-1.20648210328816,-1.16808386084809
"IND059","F",-1.76411255895525,-1.64795109871136,-0.758480773160539,-1.09067702768427
"IND060","M",0.401630966557433,-1.09706369049679,-1.349074718257,-0.0987664340884636
"IND061","M",0.46950952233418,2.23192489097913,-0.106555770006346,0.458731878067832
"IND062","M",1.87384706209987,0.151584721907412,1.14176272139361,0.0773214683163752
"IND063","M",-0.153553982940423,-0.67699301199146,-0.79835416521067,1.07039710618344
"IND064","F",0.194175416311153,1.80515792476773,-0.350352835083045,1.00207882855217
"IND065","M",2.52659817068446,1.52130007526852,1.04055827128575,-0.718628661527512
"IND066","F",0.146700514872943,0.443801419072509,1.34596698644454,1.13842786430153
"IND067","M",-0.396432862397838,0.429575208918331,0.198852945152446,-0.0100441075566183
"IND068","M",2.48458783519015,0.859047542727755,1.58976405152124,-0.0887863223468089
"IND069","F",-0.94663036581921,0.726278607005441,0.0976484950445804,1.22625863462427
